O_ID,D_ID,OD_Number,origin,destination,trips
10000000,10000000,12,10000000,10000000,12.0
10000000,10000001,1,10000000,10000001,1.0
10000000,10000002,4,10000000,10000002,4.0
10000000,10000004,2,10000000,10000004,2.0
10000000,10000005,2,10000000,10000005,2.0
10000000,10000008,4,10000000,10000008,4.0
10000000,10000009,36,10000000,10000009,36.0
10000000,10000010,3,10000000,10000010,3.0
10000000,10000012,1,10000000,10000012,1.0
10000000,10000013,12,10000000,10000013,12.0
10000000,10000015,21,10000000,10000015,21.0
10000000,10000016,3,10000000,10000016,3.0
10000000,10000017,2,10000000,10000017,2.0
10000000,10000018,2,10000000,10000018,2.0
10000000,10000019,1,10000000,10000019,1.0
10000000,10000020,20,10000000,10000020,20.0
10000000,10000021,3,10000000,10000021,3.0
10000000,10000025,33,10000000,10000025,33.0
10000000,10000027,2,10000000,10000027,2.0
10000000,10000028,2,10000000,10000028,2.0
10000000,10000029,1,10000000,10000029,1.0
10000000,10000034,2,10000000,10000034,2.0
10000000,10000035,1,10000000,10000035,1.0
10000000,10000036,1,10000000,10000036,1.0
10000000,10000037,3,10000000,10000037,3.0
10000000,10000039,1,10000000,10000039,1.0
10000000,10000052,1,10000000,10000052,1.0
10000000,10000054,3,10000000,10000054,3.0
10000000,10000057,1,10000000,10000057,1.0
10000000,10000058,1,10000000,10000058,1.0
10000000,10000059,1,10000000,10000059,1.0
10000000,10000062,3,10000000,10000062,3.0
10000000,10000069,1,10000000,10000069,1.0
10000000,10000070,11,10000000,10000070,11.0
10000000,10000073,10,10000000,10000073,10.0
10000000,10000074,32,10000000,10000074,32.0
10000000,10000076,4,10000000,10000076,4.0
10000000,10000077,8,10000000,10000077,8.0
10000000,10000078,7,10000000,10000078,7.0
10000000,10000079,2,10000000,10000079,2.0
10000000,10000080,1,10000000,10000080,1.0
10000000,10000082,4,10000000,10000082,4.0
10000000,10000083,3,10000000,10000083,3.0
10000000,10000084,7,10000000,10000084,7.0
10000000,10000085,16,10000000,10000085,16.0
10000000,10000086,52,10000000,10000086,52.0
10000000,10000087,24,10000000,10000087,24.0
10000000,10000088,1,10000000,10000088,1.0
10000000,10000089,7,10000000,10000089,7.0
10000000,10000090,1,10000000,10000090,1.0
10000000,10000091,4,10000000,10000091,4.0
10000000,10000093,5,10000000,10000093,5.0
10000000,10000094,1,10000000,10000094,1.0
10000000,10000097,7,10000000,10000097,7.0
10000000,10000098,1,10000000,10000098,1.0
10000000,10000100,2,10000000,10000100,2.0
10000000,10000101,5,10000000,10000101,5.0
10000000,10000102,2,10000000,10000102,2.0
10000000,10000103,1,10000000,10000103,1.0
10000000,10000104,1,10000000,10000104,1.0
10000000,10000107,7,10000000,10000107,7.0
10000000,10000110,3,10000000,10000110,3.0
10000000,10000111,6,10000000,10000111,6.0
10000000,10000112,3,10000000,10000112,3.0
10000000,10000113,13,10000000,10000113,13.0
10000000,10000114,2,10000000,10000114,2.0
10000000,10000115,12,10000000,10000115,12.0
10000000,10000116,4,10000000,10000116,4.0
10000000,10000117,44,10000000,10000117,44.0
10000000,10000118,1,10000000,10000118,1.0
10000000,10000119,4,10000000,10000119,4.0
10000000,10000120,4,10000000,10000120,4.0
10000000,10000121,1,10000000,10000121,1.0
10000000,10000122,1,10000000,10000122,1.0
10000000,10000123,1,10000000,10000123,1.0
10000000,10000124,16,10000000,10000124,16.0
10000000,10000125,47,10000000,10000125,47.0
10000000,10000127,1,10000000,10000127,1.0
10000000,10000128,1,10000000,10000128,1.0
10000000,10000129,11,10000000,10000129,11.0
10000000,10000130,2,10000000,10000130,2.0
10000000,10000131,6,10000000,10000131,6.0
10000000,10000134,1,10000000,10000134,1.0
10000000,10000135,2,10000000,10000135,2.0
10000000,10000136,5,10000000,10000136,5.0
10000000,10000138,6,10000000,10000138,6.0
10000000,10000139,2,10000000,10000139,2.0
10000000,10000141,4,10000000,10000141,4.0
10000000,10000142,8,10000000,10000142,8.0
10000000,10000144,2,10000000,10000144,2.0
10000000,10000146,2,10000000,10000146,2.0
10000000,10000147,2,10000000,10000147,2.0
10000000,10000148,3,10000000,10000148,3.0
10000000,10000150,1,10000000,10000150,1.0
10000000,10000151,8,10000000,10000151,8.0
10000000,10000152,2,10000000,10000152,2.0
10000000,10000155,16,10000000,10000155,16.0
10000000,10000156,3,10000000,10000156,3.0
10000000,10000157,4,10000000,10000157,4.0
10000000,10000158,1,10000000,10000158,1.0
10000000,10000160,2,10000000,10000160,2.0
10000000,10000161,1,10000000,10000161,1.0
10000000,10000162,6,10000000,10000162,6.0
10000000,10000163,12,10000000,10000163,12.0
10000000,10000164,2,10000000,10000164,2.0
10000000,10000165,19,10000000,10000165,19.0
10000000,10000166,95,10000000,10000166,95.0
10000000,10000168,9,10000000,10000168,9.0
10000000,10000169,1,10000000,10000169,1.0
10000000,10000170,1,10000000,10000170,1.0
10000000,10000171,2,10000000,10000171,2.0
10000000,10000172,2,10000000,10000172,2.0
10000000,10000174,1,10000000,10000174,1.0
10000000,10000175,1,10000000,10000175,1.0
10000000,10000177,2,10000000,10000177,2.0
10000000,10000179,1,10000000,10000179,1.0
10000000,10000181,2,10000000,10000181,2.0
10000000,10000182,3,10000000,10000182,3.0
10000000,10000186,5,10000000,10000186,5.0
10000000,10000189,3,10000000,10000189,3.0
10000000,10000193,1,10000000,10000193,1.0
10000000,10000194,1,10000000,10000194,1.0
10000000,10000200,1,10000000,10000200,1.0
10000000,10000202,2,10000000,10000202,2.0
10000000,10000204,1,10000000,10000204,1.0
10000000,10000208,2,10000000,10000208,2.0
10000000,10000209,5,10000000,10000209,5.0
10000000,10000214,1,10000000,10000214,1.0
10000000,10000217,11,10000000,10000217,11.0
10000000,10000232,2,10000000,10000232,2.0
10000000,10000246,2,10000000,10000246,2.0
10000000,10000249,23,10000000,10000249,23.0
10000000,10000250,2,10000000,10000250,2.0
10000000,10000255,3,10000000,10000255,3.0
10000000,10000256,4,10000000,10000256,4.0
10000000,10000259,1,10000000,10000259,1.0
10000000,10000263,2,10000000,10000263,2.0
10000000,10000264,1,10000000,10000264,1.0
10000000,10000266,47,10000000,10000266,47.0
10000000,10000267,55,10000000,10000267,55.0
10000000,10000268,9,10000000,10000268,9.0
10000000,10000269,18,10000000,10000269,18.0
10000000,10000270,5,10000000,10000270,5.0
10000000,10000273,3,10000000,10000273,3.0
10000000,10000278,1,10000000,10000278,1.0
10000000,10000279,3,10000000,10000279,3.0
10000000,10000281,27,10000000,10000281,27.0
10000000,10000282,3,10000000,10000282,3.0
10000000,10000283,3,10000000,10000283,3.0
10000000,10000284,27,10000000,10000284,27.0
10000000,10000285,2,10000000,10000285,2.0
10000000,10000286,8,10000000,10000286,8.0
10000000,10000287,2,10000000,10000287,2.0
10000000,10000288,10,10000000,10000288,10.0
10000000,10000289,3,10000000,10000289,3.0
10000000,10000290,4,10000000,10000290,4.0
10000000,10000291,13,10000000,10000291,13.0
10000000,10000292,10,10000000,10000292,10.0
10000000,10000293,1,10000000,10000293,1.0
10000000,10000294,2,10000000,10000294,2.0
10000000,10000295,3,10000000,10000295,3.0
10000000,10000297,1,10000000,10000297,1.0
10000000,10000299,3,10000000,10000299,3.0
10000000,10000300,2,10000000,10000300,2.0
10000000,10000301,8,10000000,10000301,8.0
10000000,10000302,7,10000000,10000302,7.0
10000000,10000306,3,10000000,10000306,3.0
10000000,10000307,2,10000000,10000307,2.0
10000000,10000308,1,10000000,10000308,1.0
10000000,10000313,5,10000000,10000313,5.0
10000000,10000318,5,10000000,10000318,5.0
10000000,10000320,1,10000000,10000320,1.0
10000000,10000321,3,10000000,10000321,3.0
10000001,10000000,1,10000001,10000000,1.0
10000001,10000001,12,10000001,10000001,12.0
10000001,10000004,1,10000001,10000004,1.0
10000001,10000006,5,10000001,10000006,5.0
10000001,10000008,2,10000001,10000008,2.0
10000001,10000009,20,10000001,10000009,20.0
10000001,10000010,35,10000001,10000010,35.0
10000001,10000011,4,10000001,10000011,4.0
10000001,10000013,13,10000001,10000013,13.0
10000001,10000014,1,10000001,10000014,1.0
10000001,10000015,11,10000001,10000015,11.0
10000001,10000017,4,10000001,10000017,4.0
10000001,10000018,4,10000001,10000018,4.0
10000001,10000019,1,10000001,10000019,1.0
10000001,10000020,5,10000001,10000020,5.0
10000001,10000021,4,10000001,10000021,4.0
10000001,10000022,1,10000001,10000022,1.0
10000001,10000025,13,10000001,10000025,13.0
10000001,10000028,1,10000001,10000028,1.0
10000001,10000034,2,10000001,10000034,2.0
10000001,10000035,3,10000001,10000035,3.0
10000001,10000037,5,10000001,10000037,5.0
10000001,10000038,1,10000001,10000038,1.0
10000001,10000039,1,10000001,10000039,1.0
10000001,10000040,1,10000001,10000040,1.0
10000001,10000041,3,10000001,10000041,3.0
10000001,10000045,1,10000001,10000045,1.0
10000001,10000046,3,10000001,10000046,3.0
10000001,10000048,2,10000001,10000048,2.0
10000001,10000049,1,10000001,10000049,1.0
10000001,10000051,4,10000001,10000051,4.0
10000001,10000054,1,10000001,10000054,1.0
10000001,10000055,1,10000001,10000055,1.0
10000001,10000057,4,10000001,10000057,4.0
10000001,10000058,3,10000001,10000058,3.0
10000001,10000062,1,10000001,10000062,1.0
10000001,10000070,5,10000001,10000070,5.0
10000001,10000072,2,10000001,10000072,2.0
10000001,10000073,16,10000001,10000073,16.0
10000001,10000074,144,10000001,10000074,144.0
10000001,10000075,1,10000001,10000075,1.0
10000001,10000076,9,10000001,10000076,9.0
10000001,10000077,5,10000001,10000077,5.0
10000001,10000078,1,10000001,10000078,1.0
10000001,10000079,8,10000001,10000079,8.0
10000001,10000080,2,10000001,10000080,2.0
10000001,10000082,9,10000001,10000082,9.0
10000001,10000083,4,10000001,10000083,4.0
10000001,10000084,1,10000001,10000084,1.0
10000001,10000085,8,10000001,10000085,8.0
10000001,10000086,34,10000001,10000086,34.0
10000001,10000087,36,10000001,10000087,36.0
10000001,10000089,1,10000001,10000089,1.0
10000001,10000090,1,10000001,10000090,1.0
10000001,10000091,10,10000001,10000091,10.0
10000001,10000092,3,10000001,10000092,3.0
10000001,10000093,5,10000001,10000093,5.0
10000001,10000096,1,10000001,10000096,1.0
10000001,10000097,2,10000001,10000097,2.0
10000001,10000098,1,10000001,10000098,1.0
10000001,10000100,3,10000001,10000100,3.0
10000001,10000101,4,10000001,10000101,4.0
10000001,10000103,1,10000001,10000103,1.0
10000001,10000105,1,10000001,10000105,1.0
10000001,10000112,2,10000001,10000112,2.0
10000001,10000113,1,10000001,10000113,1.0
10000001,10000115,4,10000001,10000115,4.0
10000001,10000116,4,10000001,10000116,4.0
10000001,10000117,36,10000001,10000117,36.0
10000001,10000118,6,10000001,10000118,6.0
10000001,10000119,3,10000001,10000119,3.0
10000001,10000121,1,10000001,10000121,1.0
10000001,10000122,5,10000001,10000122,5.0
10000001,10000123,4,10000001,10000123,4.0
10000001,10000124,10,10000001,10000124,10.0
10000001,10000125,13,10000001,10000125,13.0
10000001,10000127,1,10000001,10000127,1.0
10000001,10000129,2,10000001,10000129,2.0
10000001,10000135,1,10000001,10000135,1.0
10000001,10000138,1,10000001,10000138,1.0
10000001,10000139,3,10000001,10000139,3.0
10000001,10000141,4,10000001,10000141,4.0
10000001,10000142,2,10000001,10000142,2.0
10000001,10000144,1,10000001,10000144,1.0
10000001,10000145,3,10000001,10000145,3.0
10000001,10000146,2,10000001,10000146,2.0
10000001,10000149,6,10000001,10000149,6.0
10000001,10000150,4,10000001,10000150,4.0
10000001,10000151,1,10000001,10000151,1.0
10000001,10000155,1,10000001,10000155,1.0
10000001,10000156,3,10000001,10000156,3.0
10000001,10000157,1,10000001,10000157,1.0
10000001,10000158,1,10000001,10000158,1.0
10000001,10000159,1,10000001,10000159,1.0
10000001,10000161,4,10000001,10000161,4.0
10000001,10000162,19,10000001,10000162,19.0
10000001,10000163,11,10000001,10000163,11.0
10000001,10000164,3,10000001,10000164,3.0
10000001,10000165,3,10000001,10000165,3.0
10000001,10000166,130,10000001,10000166,130.0
10000001,10000168,11,10000001,10000168,11.0
10000001,10000169,2,10000001,10000169,2.0
10000001,10000171,1,10000001,10000171,1.0
10000001,10000172,2,10000001,10000172,2.0
10000001,10000174,1,10000001,10000174,1.0
10000001,10000177,4,10000001,10000177,4.0
10000001,10000181,1,10000001,10000181,1.0
10000001,10000182,6,10000001,10000182,6.0
10000001,10000186,3,10000001,10000186,3.0
10000001,10000187,3,10000001,10000187,3.0
10000001,10000188,3,10000001,10000188,3.0
10000001,10000190,1,10000001,10000190,1.0
10000001,10000193,1,10000001,10000193,1.0
10000001,10000198,2,10000001,10000198,2.0
10000001,10000202,3,10000001,10000202,3.0
10000001,10000208,3,10000001,10000208,3.0
10000001,10000209,7,10000001,10000209,7.0
10000001,10000211,1,10000001,10000211,1.0
10000001,10000213,4,10000001,10000213,4.0
10000001,10000214,1,10000001,10000214,1.0
10000001,10000217,10,10000001,10000217,10.0
10000001,10000219,1,10000001,10000219,1.0
10000001,10000227,1,10000001,10000227,1.0
10000001,10000228,5,10000001,10000228,5.0
10000001,10000229,1,10000001,10000229,1.0
10000001,10000232,1,10000001,10000232,1.0
10000001,10000235,1,10000001,10000235,1.0
10000001,10000236,2,10000001,10000236,2.0
10000001,10000238,4,10000001,10000238,4.0
10000001,10000241,3,10000001,10000241,3.0
10000001,10000242,1,10000001,10000242,1.0
10000001,10000244,3,10000001,10000244,3.0
10000001,10000246,5,10000001,10000246,5.0
10000001,10000248,2,10000001,10000248,2.0
10000001,10000249,7,10000001,10000249,7.0
10000001,10000250,5,10000001,10000250,5.0
10000001,10000251,1,10000001,10000251,1.0
10000001,10000253,11,10000001,10000253,11.0
10000001,10000254,8,10000001,10000254,8.0
10000001,10000255,9,10000001,10000255,9.0
10000001,10000256,17,10000001,10000256,17.0
10000001,10000257,8,10000001,10000257,8.0
10000001,10000264,1,10000001,10000264,1.0
10000001,10000265,1,10000001,10000265,1.0
10000001,10000266,8,10000001,10000266,8.0
10000001,10000267,17,10000001,10000267,17.0
10000001,10000268,5,10000001,10000268,5.0
10000001,10000269,7,10000001,10000269,7.0
10000001,10000270,5,10000001,10000270,5.0
10000001,10000272,3,10000001,10000272,3.0
10000001,10000273,1,10000001,10000273,1.0
10000001,10000274,1,10000001,10000274,1.0
10000001,10000278,1,10000001,10000278,1.0
10000001,10000279,1,10000001,10000279,1.0
10000001,10000280,3,10000001,10000280,3.0
10000001,10000281,45,10000001,10000281,45.0
10000001,10000283,5,10000001,10000283,5.0
10000001,10000284,14,10000001,10000284,14.0
10000001,10000285,2,10000001,10000285,2.0
10000001,10000286,5,10000001,10000286,5.0
10000001,10000287,8,10000001,10000287,8.0
10000001,10000288,4,10000001,10000288,4.0
10000001,10000289,3,10000001,10000289,3.0
10000001,10000290,3,10000001,10000290,3.0
10000001,10000291,7,10000001,10000291,7.0
10000001,10000292,2,10000001,10000292,2.0
10000001,10000293,3,10000001,10000293,3.0
10000001,10000296,6,10000001,10000296,6.0
10000001,10000297,1,10000001,10000297,1.0
10000001,10000298,6,10000001,10000298,6.0
10000001,10000299,3,10000001,10000299,3.0
10000001,10000300,2,10000001,10000300,2.0
10000001,10000301,26,10000001,10000301,26.0
10000001,10000302,9,10000001,10000302,9.0
10000001,10000304,5,10000001,10000304,5.0
10000001,10000306,1,10000001,10000306,1.0
10000001,10000308,1,10000001,10000308,1.0
10000001,10000311,4,10000001,10000311,4.0
10000001,10000313,9,10000001,10000313,9.0
10000001,10000314,1,10000001,10000314,1.0
10000001,10000318,5,10000001,10000318,5.0
10000001,10000320,2,10000001,10000320,2.0
10000001,10000321,2,10000001,10000321,2.0
10000001,10000322,2,10000001,10000322,2.0
10000001,10000323,3,10000001,10000323,3.0
10000001,10000327,1,10000001,10000327,1.0
10000002,10000000,2,10000002,10000000,2.0
10000002,10000001,3,10000002,10000001,3.0
10000002,10000002,75,10000002,10000002,75.0
10000002,10000008,5,10000002,10000008,5.0
10000002,10000009,53,10000002,10000009,53.0
10000002,10000010,4,10000002,10000010,4.0
10000002,10000013,8,10000002,10000013,8.0
10000002,10000015,16,10000002,10000015,16.0
10000002,10000016,5,10000002,10000016,5.0
10000002,10000017,8,10000002,10000017,8.0
10000002,10000018,4,10000002,10000018,4.0
10000002,10000020,31,10000002,10000020,31.0
10000002,10000021,1,10000002,10000021,1.0
10000002,10000025,32,10000002,10000025,32.0
10000002,10000034,2,10000002,10000034,2.0
10000002,10000036,1,10000002,10000036,1.0
10000002,10000037,3,10000002,10000037,3.0
10000002,10000039,4,10000002,10000039,4.0
10000002,10000040,1,10000002,10000040,1.0
10000002,10000041,1,10000002,10000041,1.0
10000002,10000042,1,10000002,10000042,1.0
10000002,10000055,3,10000002,10000055,3.0
10000002,10000070,14,10000002,10000070,14.0
10000002,10000071,1,10000002,10000071,1.0
10000002,10000072,1,10000002,10000072,1.0
10000002,10000073,38,10000002,10000073,38.0
10000002,10000074,24,10000002,10000074,24.0
10000002,10000076,1,10000002,10000076,1.0
10000002,10000077,1,10000002,10000077,1.0
10000002,10000078,2,10000002,10000078,2.0
10000002,10000084,3,10000002,10000084,3.0
10000002,10000085,28,10000002,10000085,28.0
10000002,10000086,83,10000002,10000086,83.0
10000002,10000087,51,10000002,10000087,51.0
10000002,10000088,5,10000002,10000088,5.0
10000002,10000089,1,10000002,10000089,1.0
10000002,10000091,6,10000002,10000091,6.0
10000002,10000092,1,10000002,10000092,1.0
10000002,10000093,29,10000002,10000093,29.0
10000002,10000094,2,10000002,10000094,2.0
10000002,10000097,4,10000002,10000097,4.0
10000002,10000098,2,10000002,10000098,2.0
10000002,10000101,6,10000002,10000101,6.0
10000002,10000102,1,10000002,10000102,1.0
10000002,10000106,1,10000002,10000106,1.0
10000002,10000107,6,10000002,10000107,6.0
10000002,10000109,2,10000002,10000109,2.0
10000002,10000110,3,10000002,10000110,3.0
10000002,10000113,5,10000002,10000113,5.0
10000002,10000114,2,10000002,10000114,2.0
10000002,10000115,15,10000002,10000115,15.0
10000002,10000117,51,10000002,10000117,51.0
10000002,10000119,4,10000002,10000119,4.0
10000002,10000120,1,10000002,10000120,1.0
10000002,10000121,1,10000002,10000121,1.0
10000002,10000122,2,10000002,10000122,2.0
10000002,10000124,9,10000002,10000124,9.0
10000002,10000125,68,10000002,10000125,68.0
10000002,10000127,3,10000002,10000127,3.0
10000002,10000128,1,10000002,10000128,1.0
10000002,10000129,5,10000002,10000129,5.0
10000002,10000130,3,10000002,10000130,3.0
10000002,10000131,3,10000002,10000131,3.0
10000002,10000135,2,10000002,10000135,2.0
10000002,10000139,5,10000002,10000139,5.0
10000002,10000141,4,10000002,10000141,4.0
10000002,10000142,6,10000002,10000142,6.0
10000002,10000144,1,10000002,10000144,1.0
10000002,10000145,3,10000002,10000145,3.0
10000002,10000146,3,10000002,10000146,3.0
10000002,10000149,6,10000002,10000149,6.0
10000002,10000151,8,10000002,10000151,8.0
10000002,10000155,10,10000002,10000155,10.0
10000002,10000156,2,10000002,10000156,2.0
10000002,10000157,3,10000002,10000157,3.0
10000002,10000161,6,10000002,10000161,6.0
10000002,10000163,41,10000002,10000163,41.0
10000002,10000164,4,10000002,10000164,4.0
10000002,10000165,27,10000002,10000165,27.0
10000002,10000166,185,10000002,10000166,185.0
10000002,10000169,2,10000002,10000169,2.0
10000002,10000173,1,10000002,10000173,1.0
10000002,10000178,1,10000002,10000178,1.0
10000002,10000179,1,10000002,10000179,1.0
10000002,10000181,3,10000002,10000181,3.0
10000002,10000183,5,10000002,10000183,5.0
10000002,10000187,1,10000002,10000187,1.0
10000002,10000188,2,10000002,10000188,2.0
10000002,10000189,17,10000002,10000189,17.0
10000002,10000190,1,10000002,10000190,1.0
10000002,10000191,2,10000002,10000191,2.0
10000002,10000192,1,10000002,10000192,1.0
10000002,10000204,1,10000002,10000204,1.0
10000002,10000209,5,10000002,10000209,5.0
10000002,10000210,2,10000002,10000210,2.0
10000002,10000211,4,10000002,10000211,4.0
10000002,10000213,4,10000002,10000213,4.0
10000002,10000214,2,10000002,10000214,2.0
10000002,10000217,2,10000002,10000217,2.0
10000002,10000218,1,10000002,10000218,1.0
10000002,10000232,2,10000002,10000232,2.0
10000002,10000245,1,10000002,10000245,1.0
10000002,10000249,26,10000002,10000249,26.0
10000002,10000251,1,10000002,10000251,1.0
10000002,10000255,6,10000002,10000255,6.0
10000002,10000258,1,10000002,10000258,1.0
10000002,10000259,2,10000002,10000259,2.0
10000002,10000263,1,10000002,10000263,1.0
10000002,10000264,5,10000002,10000264,5.0
10000002,10000266,160,10000002,10000266,160.0
10000002,10000267,154,10000002,10000267,154.0
10000002,10000268,47,10000002,10000268,47.0
10000002,10000269,72,10000002,10000269,72.0
10000002,10000270,32,10000002,10000270,32.0
10000002,10000271,2,10000002,10000271,2.0
10000002,10000273,4,10000002,10000273,4.0
10000002,10000274,1,10000002,10000274,1.0
10000002,10000276,1,10000002,10000276,1.0
10000002,10000278,8,10000002,10000278,8.0
10000002,10000279,5,10000002,10000279,5.0
10000002,10000281,54,10000002,10000281,54.0
10000002,10000282,11,10000002,10000282,11.0
10000002,10000283,49,10000002,10000283,49.0
10000002,10000284,86,10000002,10000284,86.0
10000002,10000286,22,10000002,10000286,22.0
10000002,10000287,3,10000002,10000287,3.0
10000002,10000288,27,10000002,10000288,27.0
10000002,10000289,10,10000002,10000289,10.0
10000002,10000290,4,10000002,10000290,4.0
10000002,10000291,15,10000002,10000291,15.0
10000002,10000292,5,10000002,10000292,5.0
10000002,10000293,12,10000002,10000293,12.0
10000002,10000294,4,10000002,10000294,4.0
10000002,10000295,14,10000002,10000295,14.0
10000002,10000296,1,10000002,10000296,1.0
10000002,10000297,4,10000002,10000297,4.0
10000002,10000298,6,10000002,10000298,6.0
10000002,10000299,8,10000002,10000299,8.0
10000002,10000301,9,10000002,10000301,9.0
10000002,10000302,22,10000002,10000302,22.0
10000002,10000304,1,10000002,10000304,1.0
10000002,10000305,3,10000002,10000305,3.0
10000002,10000306,4,10000002,10000306,4.0
10000002,10000313,17,10000002,10000313,17.0
10000002,10000321,2,10000002,10000321,2.0
10000002,10000322,3,10000002,10000322,3.0
10000002,10000325,2,10000002,10000325,2.0
10000002,10000327,2,10000002,10000327,2.0
10000003,10000002,1,10000003,10000002,1.0
10000003,10000003,18,10000003,10000003,18.0
10000003,10000004,18,10000003,10000004,18.0
10000003,10000005,4,10000003,10000005,4.0
10000003,10000006,9,10000003,10000006,9.0
10000003,10000008,5,10000003,10000008,5.0
10000003,10000009,58,10000003,10000009,58.0
10000003,10000010,15,10000003,10000010,15.0
10000003,10000011,2,10000003,10000011,2.0
10000003,10000012,10,10000003,10000012,10.0
10000003,10000015,7,10000003,10000015,7.0
10000003,10000018,6,10000003,10000018,6.0
10000003,10000019,1,10000003,10000019,1.0
10000003,10000020,1,10000003,10000020,1.0
10000003,10000021,10,10000003,10000021,10.0
10000003,10000023,1,10000003,10000023,1.0
10000003,10000025,21,10000003,10000025,21.0
10000003,10000026,1,10000003,10000026,1.0
10000003,10000028,8,10000003,10000028,8.0
10000003,10000034,5,10000003,10000034,5.0
10000003,10000037,7,10000003,10000037,7.0
10000003,10000038,1,10000003,10000038,1.0
10000003,10000039,4,10000003,10000039,4.0
10000003,10000040,10,10000003,10000040,10.0
10000003,10000047,8,10000003,10000047,8.0
10000003,10000048,8,10000003,10000048,8.0
10000003,10000049,3,10000003,10000049,3.0
10000003,10000050,11,10000003,10000050,11.0
10000003,10000051,3,10000003,10000051,3.0
10000003,10000052,10,10000003,10000052,10.0
10000003,10000054,4,10000003,10000054,4.0
10000003,10000055,3,10000003,10000055,3.0
10000003,10000057,1,10000003,10000057,1.0
10000003,10000059,3,10000003,10000059,3.0
10000003,10000061,16,10000003,10000061,16.0
10000003,10000062,4,10000003,10000062,4.0
10000003,10000063,2,10000003,10000063,2.0
10000003,10000064,2,10000003,10000064,2.0
10000003,10000065,8,10000003,10000065,8.0
10000003,10000066,2,10000003,10000066,2.0
10000003,10000068,1,10000003,10000068,1.0
10000003,10000070,27,10000003,10000070,27.0
10000003,10000071,1,10000003,10000071,1.0
10000003,10000073,3,10000003,10000073,3.0
10000003,10000074,34,10000003,10000074,34.0
10000003,10000075,2,10000003,10000075,2.0
10000003,10000076,2,10000003,10000076,2.0
10000003,10000077,1,10000003,10000077,1.0
10000003,10000080,1,10000003,10000080,1.0
10000003,10000082,3,10000003,10000082,3.0
10000003,10000084,2,10000003,10000084,2.0
10000003,10000085,3,10000003,10000085,3.0
10000003,10000086,20,10000003,10000086,20.0
10000003,10000087,8,10000003,10000087,8.0
10000003,10000088,2,10000003,10000088,2.0
10000003,10000089,3,10000003,10000089,3.0
10000003,10000091,3,10000003,10000091,3.0
10000003,10000092,3,10000003,10000092,3.0
10000003,10000093,2,10000003,10000093,2.0
10000003,10000097,2,10000003,10000097,2.0
10000003,10000098,4,10000003,10000098,4.0
10000003,10000100,1,10000003,10000100,1.0
10000003,10000101,3,10000003,10000101,3.0
10000003,10000107,7,10000003,10000107,7.0
10000003,10000111,1,10000003,10000111,1.0
10000003,10000112,3,10000003,10000112,3.0
10000003,10000113,1,10000003,10000113,1.0
10000003,10000115,5,10000003,10000115,5.0
10000003,10000116,2,10000003,10000116,2.0
10000003,10000117,24,10000003,10000117,24.0
10000003,10000119,6,10000003,10000119,6.0
10000003,10000122,2,10000003,10000122,2.0
10000003,10000124,2,10000003,10000124,2.0
10000003,10000125,15,10000003,10000125,15.0
10000003,10000128,1,10000003,10000128,1.0
10000003,10000129,5,10000003,10000129,5.0
10000003,10000131,1,10000003,10000131,1.0
10000003,10000138,3,10000003,10000138,3.0
10000003,10000139,1,10000003,10000139,1.0
10000003,10000141,2,10000003,10000141,2.0
10000003,10000144,1,10000003,10000144,1.0
10000003,10000149,1,10000003,10000149,1.0
10000003,10000151,6,10000003,10000151,6.0
10000003,10000155,2,10000003,10000155,2.0
10000003,10000156,2,10000003,10000156,2.0
10000003,10000158,1,10000003,10000158,1.0
10000003,10000159,2,10000003,10000159,2.0
10000003,10000160,1,10000003,10000160,1.0
10000003,10000161,7,10000003,10000161,7.0
10000003,10000162,1,10000003,10000162,1.0
10000003,10000163,4,10000003,10000163,4.0
10000003,10000164,2,10000003,10000164,2.0
10000003,10000165,1,10000003,10000165,1.0
10000003,10000166,87,10000003,10000166,87.0
10000003,10000167,1,10000003,10000167,1.0
10000003,10000168,22,10000003,10000168,22.0
10000003,10000169,4,10000003,10000169,4.0
10000003,10000170,2,10000003,10000170,2.0
10000003,10000171,1,10000003,10000171,1.0
10000003,10000172,3,10000003,10000172,3.0
10000003,10000173,3,10000003,10000173,3.0
10000003,10000174,2,10000003,10000174,2.0
10000003,10000176,6,10000003,10000176,6.0
10000003,10000177,1,10000003,10000177,1.0
10000003,10000181,8,10000003,10000181,8.0
10000003,10000182,9,10000003,10000182,9.0
10000003,10000183,2,10000003,10000183,2.0
10000003,10000185,7,10000003,10000185,7.0
10000003,10000186,11,10000003,10000186,11.0
10000003,10000187,2,10000003,10000187,2.0
10000003,10000188,4,10000003,10000188,4.0
10000003,10000189,9,10000003,10000189,9.0
10000003,10000191,1,10000003,10000191,1.0
10000003,10000196,1,10000003,10000196,1.0
10000003,10000201,4,10000003,10000201,4.0
10000003,10000207,1,10000003,10000207,1.0
10000003,10000209,1,10000003,10000209,1.0
10000003,10000211,2,10000003,10000211,2.0
10000003,10000213,3,10000003,10000213,3.0
10000003,10000214,2,10000003,10000214,2.0
10000003,10000216,3,10000003,10000216,3.0
10000003,10000217,7,10000003,10000217,7.0
10000003,10000219,2,10000003,10000219,2.0
10000003,10000222,1,10000003,10000222,1.0
10000003,10000226,2,10000003,10000226,2.0
10000003,10000227,2,10000003,10000227,2.0
10000003,10000232,6,10000003,10000232,6.0
10000003,10000236,5,10000003,10000236,5.0
